 Volume in drive F is 04-5TBX
 Volume Serial Number is BCB6-AB9B

 Directory of F:\5TBX_PassPort\00_PIXX n VIDS_XXX\00_Anivid\02_Anivid_S9_Note10_S21-backup\DCIM-S9-Note10-S21\Camera-Note10 - Copy

01/10/2023  07:49 pm    <DIR>          .
01/10/2023  07:49 pm    <DIR>          ..
28/02/2019  08:18 am         2,280,931 20161027_181540_001.jpg
28/02/2019  08:18 am         2,113,883 20161029_171537_001.jpg
28/02/2019  08:17 am         4,356,679 20171217_085700.jpg
28/02/2019  08:17 am         4,072,623 20171217_085706.jpg
01/12/2019  07:25 pm         1,606,934 20191201_192508.jpg
01/12/2019  07:25 pm         2,194,829 20191201_192556.jpg
01/12/2019  07:26 pm         3,040,261 20191201_192623.jpg
01/12/2019  07:26 pm         3,264,410 20191201_192657.jpg
01/12/2019  07:27 pm         2,087,739 20191201_192719.jpg
01/12/2019  07:29 pm           849,122 20191201_192902.jpg
01/12/2019  07:30 pm         3,350,878 20191201_193045.jpg
01/12/2019  07:34 pm         1,061,412 20191201_193403.jpg
01/12/2019  07:34 pm         1,354,709 20191201_193423.jpg
02/12/2019  07:35 pm         1,304,145 20191202_193525.jpg
02/12/2019  07:35 pm         1,202,119 20191202_193535.jpg
05/12/2019  06:12 pm         3,199,981 20191205_181246.jpg
10/12/2019  07:58 pm         3,507,049 20191210_195826.jpg
10/12/2019  07:58 pm         3,079,810 20191210_195830.jpg
10/12/2019  07:58 pm         3,773,423 20191210_195846.jpg
10/12/2019  07:58 pm         3,915,937 20191210_195851.jpg
10/12/2019  07:58 pm         4,032,525 20191210_195854.jpg
10/12/2019  07:58 pm         4,108,054 20191210_195857.jpg
10/12/2019  07:59 pm         3,937,339 20191210_195905.jpg
10/12/2019  08:00 pm        46,279,350 20191210_200008.mp4
10/12/2019  08:01 pm         4,317,978 20191210_200059.jpg
10/12/2019  08:01 pm        47,882,972 20191210_200104.mp4
10/12/2019  08:01 pm         4,360,144 20191210_200106.jpg
10/12/2019  08:01 pm         4,537,546 20191210_200108.jpg
10/12/2019  08:01 pm         3,766,546 20191210_200112.jpg
10/12/2019  08:01 pm         4,568,392 20191210_200125.jpg
10/12/2019  08:01 pm         4,369,585 20191210_200131.jpg
10/12/2019  08:03 pm         3,580,396 20191210_200320.jpg
10/12/2019  08:03 pm        11,312,225 20191210_200347.jpg
10/12/2019  08:03 pm        10,547,300 20191210_200352.jpg
10/12/2019  08:03 pm         3,615,069 20191210_200357.jpg
10/12/2019  08:04 pm         9,991,402 20191210_200406.jpg
10/12/2019  08:04 pm         9,742,253 20191210_200415.jpg
10/12/2019  08:04 pm         3,765,669 20191210_200427.jpg
10/12/2019  08:04 pm        11,189,851 20191210_200430.jpg
10/12/2019  08:05 pm         3,618,179 20191210_200525.jpg
10/12/2019  08:05 pm         3,996,084 20191210_200534.jpg
10/12/2019  08:05 pm         3,362,604 20191210_200537.jpg
10/12/2019  08:05 pm         4,758,501 20191210_200543.jpg
10/12/2019  08:05 pm         4,296,253 20191210_200546.jpg
10/12/2019  08:05 pm         4,802,969 20191210_200551.jpg
10/12/2019  08:05 pm         4,918,092 20191210_200554.jpg
10/12/2019  08:06 pm         4,663,601 20191210_200559.jpg
10/12/2019  08:06 pm         9,144,087 20191210_200639.jpg
10/12/2019  08:06 pm         9,015,316 20191210_200640.jpg
10/12/2019  08:06 pm         8,610,001 20191210_200641.jpg
10/12/2019  08:07 pm        10,274,329 20191210_200712.jpg
10/12/2019  08:08 pm         1,947,333 20191210_200800.jpg
10/12/2019  08:08 pm           914,376 20191210_200819.jpg
10/12/2019  08:09 pm         8,790,741 20191210_200914.jpg
10/12/2019  08:09 pm         8,710,847 20191210_200921.jpg
10/12/2019  08:09 pm        10,065,011 20191210_200928.jpg
11/12/2019  10:16 am        16,402,266 20191211_101628.mp4
11/12/2019  10:17 am        78,424,731 20191211_101641.mp4
11/12/2019  04:50 pm        56,832,518 20191211_164930.mp4
11/12/2019  04:50 pm         1,194,776 20191211_165014.jpg
11/12/2019  04:50 pm         1,223,923 20191211_165045.jpg
11/12/2019  04:53 pm         1,213,212 20191211_165337.jpg
11/12/2019  04:53 pm         1,167,205 20191211_165342.jpg
11/12/2019  04:54 pm        33,644,993 20191211_165347.mp4
11/12/2019  04:53 pm         2,497,835 20191211_165359.jpg
11/12/2019  04:54 pm         2,413,353 20191211_165403.jpg
11/12/2019  04:54 pm         2,603,426 20191211_165406.jpg
12/12/2019  11:00 am         2,781,954 20191212_110005.jpg
12/12/2019  11:00 am        46,921,191 20191212_110014.mp4
12/12/2019  11:00 am         3,618,129 20191212_110017.jpg
12/12/2019  11:00 am         3,830,303 20191212_110036.jpg
12/12/2019  11:00 am         3,889,061 20191212_110040.jpg
12/12/2019  11:11 am        24,799,332 20191212_111112.mp4
12/12/2019  11:12 am         8,447,150 20191212_111202.jpg
12/12/2019  11:12 am         8,474,808 20191212_111212.jpg
12/12/2019  11:12 am         8,199,234 20191212_111213.jpg
12/12/2019  11:12 am         8,283,904 20191212_111214.jpg
12/12/2019  02:29 pm        52,158,561 20191212_142839.mp4
12/12/2019  02:39 pm        79,359,633 20191212_143858.mp4
12/12/2019  02:39 pm         3,006,662 20191212_143920.jpg
12/12/2019  02:39 pm         3,008,628 20191212_143922.jpg
12/12/2019  02:40 pm        43,171,929 20191212_144016.mp4
12/12/2019  06:10 pm           898,959 20191212_181026.jpg
12/12/2019  06:10 pm        43,762,851 20191212_181031.mp4
12/12/2019  08:09 pm         1,198,737 20191212_200939.jpg
12/12/2019  08:09 pm         1,208,826 20191212_200944.jpg
12/12/2019  08:10 pm        59,859,918 20191212_200947.mp4
12/12/2019  08:09 pm         2,748,672 20191212_200959.jpg
12/12/2019  08:10 pm         2,655,002 20191212_201018.jpg
12/12/2019  08:10 pm         2,743,368 20191212_201021.jpg
13/12/2019  06:08 pm         3,948,474 20191213_180814.jpg
13/12/2019  06:13 pm        39,187,482 20191213_181327.mp4
13/12/2019  07:01 pm        39,256,147 20191213_190106.mp4
13/12/2019  07:03 pm         4,111,786 20191213_190346.jpg
13/12/2019  07:04 pm         2,639,417 20191213_190431.jpg
13/12/2019  07:18 pm        35,418,288 20191213_191749.mp4
13/12/2019  07:18 pm        45,908,693 20191213_191817.mp4
13/12/2019  08:08 pm        11,121,942 20191213_200810.jpg
13/12/2019  08:08 pm         3,303,551 20191213_200853.jpg
13/12/2019  08:08 pm         3,331,709 20191213_200857.jpg
13/12/2019  08:09 pm        10,033,876 20191213_200911.jpg
14/12/2019  07:06 am         3,151,068 20191214_070628.jpg
14/12/2019  07:06 am         3,054,817 20191214_070631.jpg
14/12/2019  07:07 am         3,024,785 20191214_070716.jpg
14/12/2019  07:07 am         2,821,052 20191214_070722.jpg
14/12/2019  07:07 am         2,911,694 20191214_070724.jpg
14/12/2019  07:08 am         3,171,721 20191214_070807.jpg
14/12/2019  07:08 am         2,994,845 20191214_070811.jpg
14/12/2019  07:29 am         3,363,825 20191214_072907.jpg
14/12/2019  07:29 am         2,892,619 20191214_072920.jpg
14/12/2019  07:40 am         1,590,058 20191214_074026.jpg
14/12/2019  07:40 am         1,614,552 20191214_074049.jpg
14/12/2019  04:48 pm         2,116,793 20191214_164848.jpg
14/12/2019  04:48 pm         2,083,057 20191214_164853.jpg
14/12/2019  04:49 pm         1,955,335 20191214_164911.jpg
14/12/2019  04:49 pm         1,433,113 20191214_164915.jpg
14/12/2019  04:49 pm         1,571,349 20191214_164919.jpg
14/12/2019  04:49 pm         3,623,743 20191214_164938.jpg
14/12/2019  04:49 pm         4,029,035 20191214_164939.jpg
15/12/2019  10:32 am        87,749,204 20191215_103200.mp4
16/12/2019  10:29 pm        67,092,658 20191216_222834.mp4
17/12/2019  12:44 pm         2,405,639 20191217_124432.jpg
17/12/2019  12:44 pm         2,954,247 20191217_124438.jpg
17/12/2019  12:45 pm        74,667,660 20191217_124446.mp4
